,0,1
5025,দাবাশেরপুরে,d̪ɐbɐʃeɾpuɾe
5026,লিয়াকতের,lɪʲɐkt̪eɾ
5027,বিচ্ছিন্ন,bɪccʰɪnno
5028,এমসিজে,emoʃɪɟe
5029,ফিল্ম,pʰɪlt̪o
5030,মডারেটর,mɔdɐɾetoɾ
5031,সহযোগী,ʃɔhoɟogɪ
5032,সাবরিনা,ʃɐbɾɪnɐ
5033,সুলতানা,sult̪ɐnɐ
5034,সিনেট,sɪnet
5035,শুনানির,ʃunɐnɪɾ
5036,ক্যাসিনো,kɛsɪno
5037,কিম,kɪm
5038,ওংয়ের,uŋʲeɾ
5039,গিয়েছিল,gɪʲecʰɪlo
5040,ভেতর,bʱet̪oɾ
5041,তারাও,t̪ɐɾɐo̯
5042,টহলরত,tɔholɾɔt̪o
5043,গণসংযোগ,gɔnoʃɔŋɟog
5044,পণ্ড,pɔndo
5045,হুমকির,humkɪɾ
5046,আপাতত,ɐpɐt̪ot̪o
5047,অনুসন্ধান,onuʃɔnd̪ʱɐn
5048,কারারক্ষীর,kɐɾɐɾkkʰɪɾ
5049,হাতের,hɐt̪eɾ
5050,লেখা,lekʰɐ
5051,অডিও,ɔdɪo̯
5052,ক্ষেত,kʰet̪
5053,ব্লাস্টে,blɐste
5054,রোগ,ɾog
5055,পড়বে,poɽbe
5056,উপলক্ষে,upolɔkkʰk
5057,হাসিখুশি,hɐʃɪkʰuʃɪ
5058,শায়লা,ʃɐʲelɐ
5059,ফারজানা,pʰɐɾɟɐnɐ
5060,ল্যান্ডকে,lɛndke
5061,সভাপতির,ʃɔbʱɐpot̪ɪɾ
5062,কুমিল্লা,kumɪllɐ
5063,বোর্ডকে,boɾdke
5064,নির্দেশে,nɪɾd̪eʃe
5065,দুজনের,d̪uɟɔneɾ
5066,সম্পর্কটা,ʃɔmpoɾkotɐ
5067,এতটা,ɛt̪otɐ
5068,দেখাদেখি,d̪ɛkʰɐd̪ekʰɪ
5069,মেলেনি,melenɪ
5070,অভিযোগ,obʱɪɟog
5071,ভিত্তিহীন,bʱɪt̪t̪ɪhɪn
5072,জলিলকে,ɟolɪlke
5073,প্রকৃত,pɾokɾɪt̪o
5074,দুপুরের,d̪upuɾeɾ
5075,সুপারশপের,ʃupɐɾʃopeɾ
5076,হতাশ,hot̪ɐʃ
5077,বিনা,bɪnɐ
5078,অনুমতিতেই,onumot̪ɪt̪e͡ɪ̯
5079,হান্নান,hɐnnɐn
5080,রেফারি,ɾefɐɾɪ
5081,শাহাব,ʃɐhɐb
5082,আকন্দ,ɐkoɔnd̪o
5083,ছাইদুর,cʰɐ͡ɪ̯d̪uɾ
5084,মুরাদ,muɾɐd̪
5085,বাদাঘাট,bɐd̪ɐgʱɐt
5086,ইউনিয়নর,ɪ͡u̯nɪʲonoɾ
5087,জলিলপুর,ɟolɪlpuɾ
5088,বেটুবাড়ী,betubɐɽɪ
5089,কামারুজ্জামানের,kɐmɐɾuɟɟɐmɐneɾ
5090,বাছাই,bɐcʰɐɪ̯
5091,কাছেও,kɐcʰeo̯
5092,খোঁজাখুঁজি,kʰõɟɐkʰũɟɪ
5093,কৃষ্ণাদের,kɾɪʃnɐd̪eɾ
5094,ব্যবধানে,bɛbod̪ʱɐne
5095,লাঠিচার্জ,lɐtʰɪcɐɾɟ
5096,কাঁদানে,kɐ̃d̪ɐne
5097,গ্যাস,gɛʃ
5098,ছোড়ে,cʰoɽe
5099,হিন্দু,hɪnd̪u
5100,আতংকের,ɐt̪oŋkeɾ
5101,কাটাচ্ছে,kɐtɐccʰe
5102,হলেন-,hɔlen-
5103,মুহাম্মদ,muhɐmmɔd̪
5104,সাঈম,ʃɐ͡ɪ̯m
5105,মনিরুল,monɪɾul
5106,রিয়াজুল,ɾɪʲɐɟul
5107,রাজু,ɾɐɟu
5108,পেট্রুলপাম্প,পেট্রোল
5109,গানটিতে,gɐntɪt̪e
5110,কণ্ঠ,kɔntʰo
5111,আতিক,ɐt̪ɪk
5112,সামস,ʃɐmoʃ
5113,ইটভাটটির,ɪtbʱɐttɪɾ
5114,ক্রীড়ামোদীরা,kɾɪɽɐmod̪ɪɾɐ
5115,সুশৃংখল,ʃuʃɾɪŋkʰɔl
5116,প্রতিযোগিতার,pɾot̪ɪɟogɪt̪ɐɾ
5117,চিন্তার,cɪnt̪ɐɾ
5118,অধিকারী,od̪ʱɪkɐɾɪ
5119,স্টাডি,stɐdɪ
5120,ফলশ্রুতিতে,pʰɔlosɾut̪ɪt̪e
5121,ঘুম,gʱum
5122,অস্থিরতা,ɔst̪ʰɪɾot̪ɐ
5123,ভীতির,bʱɪt̪ɪɾ
5124,সঞ্চার,ʃɔncɐɾ
5125,সূচনা,ʃuconɐ
5126,নিখোঁজ,nɪkʰeɐ̯̃ɟ
5127,আলভী,ɐlbʱɪ
5128,অরুণের,oɾuneɾ
5129,আত্মহত্যার,ɐt̪t̪ohɔt̪t̪ɐɾ
5130,ঘটনাও,gʱɔtonɐo
5131,একারণে,ɛkɐɾone
5132,নৈতিক,noɪ̯t̪ɪk
5133,শৃংখলা,শৃঙ্খলা
5134,ভঙ্গের,bʱoŋgeɾ
5135,অভিযোগে,obʱɪɟoge
5136,ময়েনকে,ʃɪkkʰɔk
5137,সাময়িক,ʃɐmoʲɪk
5138,বরখাস্ত,bɔɾkʰɐst̪o
5139,ব্যুরো,bɪu̯ɾo
5140,কোতোয়ালি,kot̪oʷɐlɪ
5141,নারাজ,nɐɾɐɟ
5142,‘ঘটনা,‘gʱɔtonɐ
5143,সিরিয়াস,sɪɾɪʲɐs
5144,সমালোচনা,ʃɔmɐloconɐ
5145,জোরেশোরে,ɟoɾeʃoɾe
5146,যেসব,ɟeʃɔb
5147,প্রতিক্রিয়াশীল,pɾot̪ɪkɾɪʲɐʃɪl
5148,মিলিয়েছে,mɪlɪʲecʰe
5149,স্পিন-পেস,spɪn-peʃ
5150,বিভাগেই,bɪbʱɐgeɪ
5151,গর্ত,gɔɾt̪o
5152,যুক্তরাজ্য,ɟukt̪oɾɐɟɟo
5153,সময়ের,ʃɔmɔʲeɾ
5154,প্রয়োজন,pɾoʲoɟon
5155,মান,mɐn
5156,চাকুসহ,cɐkuʃɔho
5157,ছিনতাইকারী,cʰɪnt̪ɐɪ̯kɐɾɪ
5158,ছিনতাই,cʰɪnt̪ɐɪ̯
5159,ছিনতাইকারীকে,cʰɪnt̪ɐ͡ɪ̯kɐɾɪke
5160,দীর্ঘদিনেও,d̪ɪɾgʱod̪ɪneo̯
5161,অটোরিকশার,ɔtoɾɪkʃɐɾ
5162,রেজিস্ট্রেশন,ɾeɟɪstɾeʃon
5163,উভয়পক্ষের,ubʱɔʲpokkʰeɾ
5164,আত্মীয়দের,ɐt̪t̪ɪʲod̪eɾ
5165,মধ্যস্থতায়,mod̪d̪ʱost̪ʰot̪ɐʲo
5166,কবিতাকে,kobɪt̪ɐke
5167,হাইকোর্টের,hɐɪ̯koɾteɾ
5168,আসার,ɐʃɐɾ
5169,ছুড়ে,cʰuɽe
5170,বক্তব্য-বিবৃতি,bokt̪obbo-bɪbɾɪt̪ɪ
5171,ইমরান,ɪmɾɐn
5172,এইচ,eɪ̯c
5173,র‌্যালিটি,ɾɛlɪtɪ
5174,পশ্চিমবঙ্গ,poʃcɪmbɔŋgo
5175,থেকেশুরু,t̪ʰekeʃuɾu
5176,আলজাজিরা,ɐlɟɐɟɪɾɐ
5177,সালেহর,sɐlehɾ
5178,জোটের,ɟoteɾ
5179,যোগাযোগের,ɟogɐɟogeɾ
5180,জানতেন,ɟɐnt̪en
5181,জিদান,ɟɪd̪ɐn
5182,‘শীর্ষে,‘ʃɪɾʃe
5183,থাকাটা,t̪ʰɐkɐtɐ
5184,রিকশাও,ɾɪkʃɐ͡o̯
5185,খাবারটা,kʰɐbɐɾtɐ
5186,সেখানেই,ʃekʰɐneɪ̯
5187,সারব,ʃɐɾbo
5188,শাহীন,ʃɐhɪn
5189,আপা,ɐpɐ
5190,নাশিত,nɐʃɪt̪ɔ
5191,কামালসহ,kɐmɐlʃɔh
5192,বাহুবল,bɐhubɔl
5193,গ্রাম,gɾɐm
5194,পান্না,pɐnnɐ
5195,আক্তার,ɐkt̪ɐɾ
5196,কলেজছাত্রীর,kɔleɟcʰɐt̪ɾɪɾ
5197,ঝুলন্ত,ɟʱulont̪o
5198,লোকজনকে,lokɟɔnke
5199,টপকে,tɔpoke
5200,বাউন্ডারির,bɐu̯ndɐɾɪɾ
5201,খুঁড়ে,kʰũɽe
5202,আমাকে,ɐmɐke
5203,পেতাম,pet̪ɐm
5204,ভাঙানোই,bʱɐŋɐno͡ɪ̯
5205,ঘুমের,gʱumeɾ
5206,বিশ্লেষণের,bɪsleʃɔneɾ
5207,বালিশ,bɐlɪʃ
5208,বেশ্যাপুত্র,beʃʃɐput̪ɾo
5209,এতদিনে,ɛt̪od̪ɪne
5210,মেয়াদও,meʲɐd̪o
5211,আবেগ,ɐbeg
5212,সামলাতে,ʃɐmlɐt̪e
5213,সংবলিত,ʃɔŋbolɪt̪o
5214,পোস্টারের,postɐɾeɾ
5215,স্মৃতিকাতর,sɾɪt̪ɪkɐt̪oɾ
5216,জন্মের,ɟɔnmeɾ
5217,পারফরমেন্স,pɐɾfɔɾmens
5218,ক্ষতিগ্রস্তদের,kʰot̪ɪgɾost̪od̪eɾ
5219,ফিরোজ,pʰɪɾoɟ
5220,রশিদের,ɾoʃɪd̪eɾ
5221,সার্ফিংকে,ʃɐɾpʰɪŋke
5222,চলচ্চিত্রের,cɔloccɪt̪ɾeɾ
5223,প্রদর্শনীর,pɾod̪oɾʃonɪɾ
5224,চলচ্চিত্র,cɔloccɪt̪ɾo
5225,দলমতের,d̪ɔlmɔt̪eɾ
5226,ঊর্ধ্বে,uɾd̪ʱe
5227,সমাদৃত,ʃɔmɐd̪ɾɪt̪o
5228,ব্যক্তিত্ব,bɛkt̪ɪt̪t̪o
5229,অর্ধশতকাল,ɔɾd̪ʱoʃɔt̪kɐl
5230,রংপুর,ɾɔŋpuɾ
5231,নগরীকে,nɔgoɾɪke
5232,সাজাবেন,ʃɐɟɐben
5233,রোহিঙ্গাদের,ɾohɪŋgɐd̪eɾ
5234,ত্রাণ,t̪ɾɐn
5235,পাঠাবে,pɐtʱɐbe
5236,বিএম,bɪem
5237,মীমাংসা,mɪmɐŋʃɐ
5238,দায়ীদের,d̪ɐʲɪd̪eɾ
5239,পদায়ন,pɔd̪ɐʲon
5240,এসবির,eʃbɪɾ
5241,টানাপোড়েন,tɐnɐpoɽen
5242,মহেশখালী,mɔheʃkʰɐlɪ
5243,বণিকের,bonɪkeɾ
5244,রাঙ্গামাটি,ɾɐŋgɐmɐtɪ
5245,চত্বর,cɔt̪t̪oɾ
5246,কার্যালয়ের,kɐɾɟɐlɔʲeɾ
5247,দুর্ঘটনা,d̪uɾgʱɔtonɐ
5248,এড়াতে,eɽɐt̪e
5249,রুটে,ɾute
5250,ফেরি,pʰeɾɪ
5251,ছবিটিতে,cʰobɪtɪt̪e
5252,বিমান,bɪmɐn
5253,ফোর্স,pʰoɾs
5254,ওয়ান,oʷɐn
5255,কালো,kɐlo
5256,রঙের,ɾɔŋeɾ
5257,রিয়াদের,ɾɪʲɐd̪eɾ
5258,মাটিতে,mɐtɪt̪e
5259,নামছেন,nɐmcʰen
5260,মেলানিয়া,mɛlɐnɪʲɐ
5261,পরিসংখ্যান,poɾɪʃɔŋkʰɐn
5262,ব্যবস্থাপনা,bɛbost̪ʰɐponɐ
5263,কানিজ,kɐnɪɟ
5264,ফাতেমাকে,pʰɐt̪emɐke
5265,কুলসুমের,kulʃumeɾ
5266,জনিয়া,ɟonɪʲɐ
5267,ফেস্টুন,pʰestun
5268,কর্মসূচির,kɔɾmoʃucɪɾ
5269,শুভ,ʃubʱo
5270,ডুরান,duɾɐn
5271,লেখেন-,lekʰen-
5272,‘যদিও,‘ɟod̪ɪ͡o̯
5273,ভুলগুলো,bʱulgulo
5274,সংশোধন,ʃɔŋʃod̪ʱon
5275,ধরুন-,d̪ʱoɾun-
5276,সরেজমিন,ʃɔɾeɟomɪn
5277,সস্তাপুর,ʃɔst̪ɐpuɾ
5278,লালখা,lɐlkʰɐ
5279,বহ্নিশিখার,bɔnnɪʃɪkʰɐɾ
5280,শিল্পীরা,ʃɪlpɪɾɐ
5281,নৃত্য,nɾɪt̪t̪o
5282,পরিবেশন,poɾɪbeʃon
5283,ক্রান্তিলগ্নে,kɾɐnt̪ɪlɔgne
5284,আদায়ে,ɐd̪ɐʲe
5285,নগরীর,nɔgoɾɪɾ
5286,টাউন,tɐu̯n
5287,হলের,hɔleɾ
5288,সীমা,ʃɪmɐ
5289,এমপির,empɪɾ
5290,এলাকাবাসীর,elɐkɐbɐʃɪɾ
5291,দিচ্ছেন,d̪ɪccʰen
5292,মোটা,motɐ
5293,অংকের,ɔŋkeɾ
5294,কক্সবাজারের,kɔksbɐɟɐɾeɾ
5295,রুমানাই,ɾumɐnɐ͡ɪ̯
5296,যিনি,ɟɪnɪ
5297,সাহসিকতার,ʃɐhosɪkɔt̪ɐɾ
5298,দিল,d̪ɪl
5299,বললেও,bolleo̯
5300,কম,kɔm
5301,দিবা,d̪ɪbɐ
5302,প্রাত,pɾɐt̪
5303,শিফটে,ʃɪpʰte
5304,সংখ্যাগরিষ্ঠদের,ʃɔŋkʰɐgoɾɪʃtʰod̪eɾ
5305,মানসিকতা,mɐnoʃɪkɔt̪ɐ
5306,বুঝেছিল,buɟʱecʰɪlo
5307,বিজেপি,bɪɟepɪ
5308,পুলিশও,pulɪʃo
5309,প্রবন্ধে,pɾobɔnd̪ʱe
5310,লেখিকা,lekʰɪkɐ
5311,গ্রামীণ,gɾɐmɪn
5312,নারীভিত্তিক,nɐɾɪbʱɪt̪t̪ɪk
5313,শিল্পের,ʃɪlpeɾ
5314,পারুল,pɐɾul
5315,লেখিকার,lekʰɪkɐɾ
5316,মানসকন্যা,mɐnoʃkonnɐ
5317,ভাবি,bʱɐbɪ
5318,চুপ,cup
5319,স্পর্ধা,spɔɾd̪ʱɐ
5320,বাড়বে,bɐɽbe
5321,বেশির,beʃɪɾ
5322,ভাগ,bʱɐg
5323,মুদি,mud̪ɪ
5324,দাম,d̪ɐm
5325,স্থিতিশীল,st̪ʰɪt̪ɪʃɪl
5326,বয়ে,bɔʲe
5327,চাপে,cɐpe
5328,আমলাদের,ɐmolɐd̪eɾ
5329,এক্সিকিউটিভ,eksɪkɪu̯tɪbʱ
5330,জুডিশিয়াল,ɟudɪʃɪʲɐl
5331,ম্যাজিস্ট্রেটরা,mɛɟɪstɾetɾɐ
5332,নিন্মস্তরের,nɪnmɔst̪oɾeɾ
5333,সপ্তাহের,ʃɔpt̪ɐheɾ
5334,সচিবসহ,ʃocɪbʃɔho
5335,ছয়জনকে,cʰɔʲɟɔnke
5336,রুলের,ɾuleɾ
5337,দক্ষ,d̪okkʰo
5338,জনবলের,ɟɔnoboleɾ
5339,পাচ্ছে,pɐccʰe
5340,হাজীগঞ্জ,hɐɟɪgɔnɟ
5341,মুর্শিদুল,muɾʃɪd̪ul
5342,ভ্রাম্যমাণ,bʱɾɐmmomɐn
5343,যুগলকে,ɟugɔloke
5344,সাতদিন,ʃɐt̪d̪ɪn
5345,বিনাশ্রম,bɪnɐsɾom
5346,হাসানুল,hɐsɐnul
5347,ইনু,ɪnu
5348,অংশগ্রহণের,ɔŋʃogɾohoneɾ
5349,কর্তৃপক্ষকে,kɔɾt̪ɾɪpokkʰoke
5350,অভিনন্দন,obʱɪnɔnd̪on
5351,কর্পোরেশন,kɔɾpeɐ̯ɾeʃon
5352,সুপ্রিমকোর্ট,supɾɪmkoɾt
5353,ভাবিয়ে,bʱɐbɪʲe
5354,ক্ষমতাসীনদের,kʰɔmot̪ɐʃɪnd̪eɾ
5355,মঠবাড়িয়ায়,mɔtʰbɐɽɪʲɐe̯
5356,চেতনানাশক,cet̪onɐnɐʃok
5357,খাইয়ে,kʰɐɪ̯ʲe
5358,গণধর্ষণ,gɔnod̪ʱɔɾʃon
5359,বখাটেরা,bɔkʰɐteɾɐ
5360,সাম্প্রতিক,ʃɐmpɾot̪ɪk
5361,কুইবেকে,ku͡ɪ̯beke
5362,ভীতি,bʱɪt̪ɪ
5363,পরিস্থিতিতে,poɾɪst̪ʰɪt̪ɪt̪e
5364,ব্যর্থ,bɛɾt̪ʰo
5365,মালিকদের,mɐlɪkd̪eɾ
5366,বিসিকের,bɪsɪkeɾ
5367,আনে,ɐne
5368,আগের,ɐgeɾ
5369,অর্থবছরেও,ɔɾt̪ʰobɔcʰoɾeo
5370,সুদের,ʃud̪eɾ
5371,মুখোমণ্ডল,mukʰomɔndol
5372,ঝলসে,ɟʱɔlʃe
5373,ডিএনসিসির,dɪe̯nʃɪʃɪɾ
5374,সাজিদ,ʃɐɟɪd̪
5375,উচ্ছেদ,uccʰed̪
5376,অভিযানের,obʱɪɟɐneɾ
5377,শাস্তির,ʃɐst̪ɪɾ
5378,টিটো,tɪto
5379,রেজা,ɾeɟɐ
5380,দুপুর,d̪upuɾ
5381,বিকেল,bɪkel
5382,ঘাম,gʱɐm
5383,ঝরানো,ɟʱɔɾɐno
5384,অনুশীলন,onuʃɪlon
5385,এমএ,osɪ
5386,আজিজ,ɐɟɪɟ
5387,স্টেডিয়ামে,stedɪʲɐme
5388,দাবি-দাওয়া,d̪ɐbɪ-d̪ɐo̯ʷɐ
5389,মেনে,mene
5390,‘যেভাবে,‘ɟebʱɐbe
5391,ঘটল,gʱotlo
5392,রুপা,ɾupɐ
5393,গোল্ড,gold
5394,প্লেটেড,pleted
5395,মেটাল,metɐl
5396,পুঁতির,pũt̪ɪɾ
5397,বিছাও,bɪcʰɐ͡o̯
5398,খাদিমপাড়া,kʰɐd̪ɪmɔpɐɽɐ
5399,ইউপি,ɪu̯pɪ
5400,আফসর,ɐpʰʃɔɾ
5401,জানিয়ে,ɟɐnɪʲe
5402,প্রতিকার,pɾot̪ɪkɐɾ
5403,আহমেদুল,ɐhomed̪ul
5404,কাওসার,kɐo̯sɐɾ
5405,একপ্রান্ত,ɛkpɾɐnt̪o
5406,আগলে,ɐgle
5407,রস,ɾɔʃ
5408,টেইলরকে,te͡ɪ̯lɔɾke
5409,সাজঘরে,ʃɐɟgʱɔɾe
5410,মেহেদী,mehed̪ɪ
5411,মিরাজ,mɪɾɐɟ
5412,বিধিবহির্ভূত,bɪd̪ʱɪbohɪɾbʱut̪o
5413,আছমা,ɐsmɐ
5414,বেগমকে,begomke
5415,এখান,ekʰɐn
5416,হারলেও,hɐɾleo̯
5417,আরেকটি,ɐɾektɪ
5418,মিডিয়ায়,mɪdɪʲɐe̯
5419,পথচলার,pɔt̪ʰoclɐɾ
5420,সঙ্গীদেরই,ʃɔŋgɪd̪eɾɪ
5421,করেছিলেন,koɾecʰɪlen
5422,আমলাতান্ত্রিক,ɐmlɐt̪ɐnt̪ɾɪk
5423,অভিজ্ঞতার,obʱɪggot̪ɐɾ
5424,উদ্যোক্তা,ud̪d̪okt̪ɐ
5425,আয়োজকরা,ɐʲoɟkɾɐ
5426,ধাক্কাধাক্কি,d̪ʱɐkkɐd̪ʱɐkkɪ
5427,ধাওয়া-পাল্টাধাওয়ার,d̪ʱɐo̯ʷɐ-pɐltɐd̪ʱɐo̯ʷɐɾ
5428,স্বপ্নের,ʃɔpneɾ
5429,সীমাকে,ʃɪmɐke
5430,দিলাম,d̪ɪlɐm
5431,অ্যাসিস্ট্যান্ট,ɛsɪstɐnt
5432,সেক্রেটারি,sekɾetɐɾɪ
5433,শিরীন,ʃɪɾɪn
5434,শারমিন,ʃɐɾmɪn
5435,চৌধুরীও,co͡u̯d̪ʱuɾɪ͡o̯
5436,বিল,bɪl
5437,পাসের,pɐʃeɾ
5438,প্রস্তাবের,pɾost̪ɐbeɾ
5439,আইনমন্ত্রীকে,ɐ͡ɪ̯nmɔnt̪ɾɪke
5440,প্রতিরক্ষা,pɾot̪ɪɾɔkkʰɐ
5441,দায়িত্বপ্রাপ্ত,d̪ɐʲɪt̪t̪opɾɐpt̪o
5442,বাধালেন,bɐd̪ʱɐlen
5443,উপস্থাপক,upost̪ʰɐpok
5444,ফেরদৌস,pʰeɾd̪ou̯s
5445,রিয়াজ,ɾɪʲɐɟ
5446,টেলিকম,telɪkɔm
5447,বিশ্লেষকরা,bɪsleʃkɔɾɐ
5448,বাজারে,bɐɟɐɾe
5449,ইন্টারনেট,ɪntɐɾnet
5450,খরচের,kʰɔɾoceɾ
5451,গোরস্তানে,goɾost̪ɐne
5452,অমতে,ɔmɔt̪e
5453,ভালো-মন্দ,bʱɐlo-mɔnd̪o
5454,নাটক,nɐtɔk
5455,সুন্দরভাবে,ʃund̪ɔɾbʱɐbe
5456,যাতায়াত,ɟɐt̪ɐʲɐt̪
5457,আশাবাদী,ɐʃɐbɐd̪ɪ
5458,এটির,etɪɾ
5459,বারাক,bɐɾɐk
5460,ওবামার,obɐmɐɾ
5461,ক্ষমতার,kʰɔmot̪ɐɾ
5462,শেষমুহূর্তে,ʃeʃmuhuɾt̪e
5463,অর্থনীতি,ɔɾt̪ʰonɪt̪ɪ
5464,লোকদের,lokd̪eɾ
5465,নথি,not̪ʰɪ
5466,সড়কগুলো,ʃɔɽokgulo
5467,সরু,ʃoɾu
5468,সংযোগ,ʃɔŋɟog
5469,ফতুল্লা,pʰot̪ullɐ
5470,কামরুল,kɐmɾul
5471,ভিতিতে,bʱɪt̪ɪt̪e
5472,আশরাফুল,ɐʃɾɐpʰul
5473,শরীফকে,ʃoɾɪpʰke
5474,অস্থিতিশীল,ɔst̪ʰɪt̪ɪʃɪl
5475,স্বাধীনতা-সার্বভৌমত্ব,ʃɐd̪ʱɪnot̪ɐ-ʃɐɾbobʱou̯mot̪t̪o
5476,বিপন্ন,bɪpɔnno
5477,লেগে,lege
5478,রুবেলকে,ɾubelke
5479,কক্সবাজার,kɔksbɐɟɐɾ
5480,কারাগার,kɐɾɐgɐɾ
5481,পাটজাত,pɐtɟɐt̪
5482,দ্রব্যাদি,d̪ɾobɛd̪ɪ
5483,রফতানি,ɾɔft̪ɐnɪ
5484,অর্থবছরের,ɔɾt̪ʰobɔcʰoɾeɾ
5485,ন্যয়,nee̯
5486,নগদ,nɔgod̪
5487,প্রদানের,pɾod̪ɐneɾ
5488,নীতিগত,nɪt̪ɪgɔt̪o
5489,সওজের,ʃɔo̯ɟeɾ
5490,সড়কের,ʃɔɽokeɾ
5491,পারিশ্রমিক,pɐɾɪsɾomɪk
5492,ভলিউম,bʱolɪ͡u̯m
5493,কমবেশি,kombeʃɪ
5494,বাটন,bɐton
5495,উপরে,upɔɾe
5496,সেন্সর,senʃɔɾ
5497,ট্রাভেল,tɾɐbʱel
5498,পারমিটের,pɐɾmɪteɾ
5499,পেট্রাপোল,petɾɐpol
5500,চেকপোস্ট,cekpost
5501,হন্তান্তর,hɔnt̪ɐnt̪ɔɾ
5502,সিপিএ,sɪpɪe̯
5503,অজুহাতে,oɟuhɐt̪e
5504,আক্রমণাত্মক,ɐkɾomɔnɐt̪t̪ok
5505,ছুটিতে,cʰutɪt̪e
5506,রুটি,ɾutɪ
5507,চিপস,cɪps
5508,আলু,ɐlu
5509,এমনভাবে,ɛmonbʱɐbe
5510,বাদামী,bɐd̪ɐmɪ
5511,সোনালি,ʃonɐlɪ
5512,রঙ,ɾɔŋ
5513,ফিরবেন,pʰɪɾben
5514,আহ্বানকারী,ɐhobɐnkɐɾɪ
5515,সড়ক,ʃɔɽok
5516,ফেডারেশনের,pʰedɐɾeʃɔneɾ
5517,বঙ্গমাতা,bɔŋgomɐt̪ɐ
5518,ফজিলাতুন্নেছা,pʰoɟɪlɐt̪unnecʰɐ
5519,মুজিব,muɟɪb
5520,জিয়া,ɟɪʲɐ
5521,অবসর,ɔboʃɔɾ
5522,কাটাচ্ছেন,kɐtɐccʰen
5523,স্থায়ীভাবে,st̪ʰɐʲɪbʱɐbe
5524,ব্রিটেনে,bɾɪtene
5525,আসছি,ɐʃcʰɪ
5526,সন্তানকে,ʃɔnt̪ɐnke
5527,তাঁতরা,t̪ɐ̃t̪ɾɐ
5528,দাদা,d̪ɐd̪ɐ
5529,আত্মগোপন,ɐt̪t̪ogopon
5530,নির্মাতা-প্রযোজকরা,nɪɾmɐt̪ɐ-pɾoɟoɟɔkɔɾɐ
5531,ঈদে,ɪd̪e
5532,ঘোষগাঁও,gʱoʃgɐ̃o
5533,নেতাই,net̪ɐɪ̯
5534,নদী,nod̪ɪ
5535,হাজংপাড়া,hɐɟɔŋpɐɽɐ
5536,ব্রিজটি,bɾɪɟotɪ
5537,অনুসারী,onuʃɐɾɪ
5538,রানওয়ের,ɾɐnoʲeɾ
5539,ভূ-উপরিস্থ,bʱu-upoɾɪst̪ʰo
5540,বরেন্দ্র,bɔɾend̪ɾo
5541,অঞ্চলের,ɔncoleɾ
5542,বিপ্লব,bɪplɔb
5543,আর্থ-সামাজিক,ɐɾt̪ʰo-ʃɐmɐɟɪk
5544,দিরাই-শাল্লায়,d̪ɪɾɐ͡ɪ̯-ʃɐllɐe̯
5545,এবারই,ebɐɾɪ
5546,শিশুরাই,ʃɪʃuɾɐ͡ɪ̯
5547,খড়,kʰɔɽ
5548,শুকনো,ʃukno
5549,পাতা,pɐt̪ɐ
5550,জোগাড়,ɟogɐɽ
5551,পোহানোর,pohɐnoɾ
5552,অব,ɔbo
5553,ইউনিভার্সিটির,ɪu̯nɪbʱɐɾsɪtɪɾ
5554,জেসিকা,ɟeʃɪkɐ
5555,ল্যামন্ড,lɛmɔndo
5556,‘শহরে,‘ʃɔhoɾe
5557,আদর্শ,ɐd̪oɾʃo
5558,লিখেছে,lɪkʰecʰe
5559,বায়োমেট্রিক,bɐʲometɾɪk
5560,সিম,sɪm
5561,স্বতন্ত্র,ʃɔt̪ɔnt̪ɾo
5562,নেমেছেন,nemecʰen
5563,সর্দার,ʃɔɾd̪ɐɾ
5564,প্রাকৃতিক,pɾɐkɾɪt̪ɪk
5565,দুর্যোগের,d̪uɾɟoe̯ɐ̯geɾ
5566,ঘূর্ণিঝড়,gʱuɾnɪɟʱɔɽ
5567,খরা,kʰɔɾɐ
5568,ভূমিকম্প,bʱumɪkɔmpo
5569,বন্যা,bonnɐ
5570,সমুদ্রপৃষ্ঠের,ʃomud̪ɾopɾɪʃtʰeɾ
5571,উচ্চতা,uccot̪ɐ
5572,সত্যিকারের,ʃot̪t̪ɪkɐɾeɾ
5573,দিকনির্দেশনা,d̪ɪknɪɾd̪eʃonɐ
5574,তরুণরা,t̪oɾunɾɐ
5575,সবকিছুকেই,ʃɔbkɪcʰukeɪ
5576,পারে-,pɐɾe-
5577,অন্বেষার,ɔnneʃɐɾ
5578,উৎক্ষেপণ,ut̪kʰepon
5579,নজির,noɟɪɾ
5580,বৈশাখী,boɪ̯ʃɐkʰɪ
5581,ডিসকাউন্ট,dɪʃkɐu̯nt
5582,অ্যাডভোকেড,ɛdbʱoked
5583,রফিকুল,ɾofɪkul
5584,ওয়াশিংটনে,oʷɐʃɪŋtone
5585,হারাতে,hɐɾɐt̪e
5586,জিনপিং,ɟɪnpɪŋ
5587,মন্ত্রণালয়কে,mɔnt̪ɾonɐlɔʲke
5588,দায়বদ্ধ,d̪ɐʲbɔd̪d̪ʱo
5589,বিবিকের,bɪbɪkeɾ
5590,অপো,ɔpo
5591,ভিভো,bʱɪbʱo
5592,স্মার্টফোন,sɐɾtpʰon
5593,বোর্ডের,boɾdeɾ
